sentence_id,kankanaey,english
969,Ilam tan kaoten dan bolsikom.,Watch out because they'll reach inside your pocket.
970,Emey kayo kano si bigat.,Someone said you are going tomorrow.
971,"Ed nabaon kano, sin-gagayyem di ipogaw ya bowaya.","Long ago, they say, people and crocodiles were friends."
972,Ikankanaey mo kod ta maawatan din anan-ak.,Please say it in Kankanaey so the children will understand.
973,Ammom baw ay mangankanaey!,So you know how to speak Kankanaey!
974,Sino din kangalngalat mo ay doy?,Who is that person to whom you are speaking?
975,"Emeyak ed Bakun, pagak ikanayon ed Palina.","I will go to Bakun, then I will go on to Palina."
976,Ay naisagana din makan?,Has the food been prepared?
977,Nakameleng din gatin di aso.,The dog tracks had claw marks.
978,Kinameleng din posa din tamil ko.,The cat clawed my cheek.
979,Ikamang mo ay somaa.,Go home early.
980,Adi ka paandoem san kalim.,Don't make your speech any longer.
981,Magay inil-ila mis kaman nina.,We have never seen anything like this.
982,Mabainak mo mankamaliak.,I am embarrassed if I make a mistake.
983,Ikamakam ko ay manlaba.,I am hurrying to finish up the laundering.
984,Makalsikalsig nan daga.,This earth is divided up into many areas.
985,Nakaloskos din ipogaw sin deppas ay dinana.,The person fell down the cliff along which he walked.
986,Kal-inem san patpatok.,Turn over that meat.
987,Gominek ka kod ta sak-en di komali.,Kindly be quiet so that I will be the one to speak.
988,Naikalat bonag da.,Their possessions are scattered in various places.
989,Ad-adoy kalasin di lokto.,There are many kinds of sweet potato.
990,Pig-an di kakdengan di anim?,When will your harvest end?
991,Kagkagosana ay omali.,He is hurrying to come.
992,Alaem din kagiyodan.,Get the smallest.
993,Sinoy kadlon mo?,Who is the person next to you?
994,Sino di kadwa mi ay emey ed Bagabag?,Who will be our companions to go to Bagabag?
995,Sinoy kadakdaken di kabayo?,What is the size of the horse?
996,Ikaan mo sa gogon-a ta mandanak.,Take that away first so that I can walk through.
997,Adi ka kod pakaanen dakami isnan ili ay nay.,Please don't make us leave this town.
998,Tomolong ka mo way kaasim.,Help me if you have mercy.
999,"Napnek di ay ipogaw, baken talantado.","That is a trustworthy person, not careless."
1000,Kaanem sinilas mo ta asi ka senggep.,Take off your shoes before you come in.
