sentence_id,kankanaey_sentence,english_sentence,kankanaey_token,assigned_pos_tag
482,Mansursuro sisya ay mantagtag.,He is training for a race.,Mansursuro,
482,Mansursuro sisya ay mantagtag.,He is training for a race.,sisya,
482,Mansursuro sisya ay mantagtag.,He is training for a race.,ay,
482,Mansursuro sisya ay mantagtag.,He is training for a race.,mantagtag,
482,Mansursuro sisya ay mantagtag.,He is training for a race.,.,
483,Inila mi nan ay-ayam di putbol.,We watched a football game.,Inila,
483,Inila mi nan ay-ayam di putbol.,We watched a football game.,mi,
483,Inila mi nan ay-ayam di putbol.,We watched a football game.,nan,
483,Inila mi nan ay-ayam di putbol.,We watched a football game.,ay-ayam,
483,Inila mi nan ay-ayam di putbol.,We watched a football game.,di,
483,Inila mi nan ay-ayam di putbol.,We watched a football game.,putbol,
483,Inila mi nan ay-ayam di putbol.,We watched a football game.,.,
484,Inabak da.,They won the match.,Inabak,
484,Inabak da.,They won the match.,da,
484,Inabak da.,They won the match.,.,
485,Laydek ay mansala.,I like to dance.,Laydek,
485,Laydek ay mansala.,I like to dance.,ay,
485,Laydek ay mansala.,I like to dance.,mansala,
485,Laydek ay mansala.,I like to dance.,.,
486,Man-gitarra sisya.,He plays the guitar.,Man-gitarra,
486,Man-gitarra sisya.,He plays the guitar.,sisya,
486,Man-gitarra sisya.,He plays the guitar.,.,
487,Nalaing ay mankanta din babai.,She sings beautifully.,Nalaing,
487,Nalaing ay mankanta din babai.,She sings beautifully.,ay,
487,Nalaing ay mankanta din babai.,She sings beautifully.,mankanta,
487,Nalaing ay mankanta din babai.,She sings beautifully.,din,
487,Nalaing ay mankanta din babai.,She sings beautifully.,babai,
487,Nalaing ay mankanta din babai.,She sings beautifully.,.,
488,Mansubsubali kami tinan-ew ay agew.,We practice every day.,Mansubsubali,
488,Mansubsubali kami tinan-ew ay agew.,We practice every day.,kami,
488,Mansubsubali kami tinan-ew ay agew.,We practice every day.,tinan-ew,
488,Mansubsubali kami tinan-ew ay agew.,We practice every day.,ay,
488,Mansubsubali kami tinan-ew ay agew.,We practice every day.,agew,
488,Mansubsubali kami tinan-ew ay agew.,We practice every day.,.,
489,Naabak daida.,The team lost the game.,Naabak,
489,Naabak daida.,The team lost the game.,daida,
489,Naabak daida.,The team lost the game.,.,
490,Masapol ko ay isukat nan ID ko.,I need to renew my ID.,Masapol,
490,Masapol ko ay isukat nan ID ko.,I need to renew my ID.,ko,
490,Masapol ko ay isukat nan ID ko.,I need to renew my ID.,ay,
490,Masapol ko ay isukat nan ID ko.,I need to renew my ID.,isukat,
490,Masapol ko ay isukat nan ID ko.,I need to renew my ID.,nan,
490,Masapol ko ay isukat nan ID ko.,I need to renew my ID.,ID,
490,Masapol ko ay isukat nan ID ko.,I need to renew my ID.,ko,
490,Masapol ko ay isukat nan ID ko.,I need to renew my ID.,.,
491,Isulat mo nan ngadan mo sina kod.,Sign here please.,Isulat,
491,Isulat mo nan ngadan mo sina kod.,Sign here please.,mo,
491,Isulat mo nan ngadan mo sina kod.,Sign here please.,nan,
491,Isulat mo nan ngadan mo sina kod.,Sign here please.,ngadan,
491,Isulat mo nan ngadan mo sina kod.,Sign here please.,mo,
491,Isulat mo nan ngadan mo sina kod.,Sign here please.,sina,
491,Isulat mo nan ngadan mo sina kod.,Sign here please.,kod,
491,Isulat mo nan ngadan mo sina kod.,Sign here please.,.,
492,Iali mo din papil mo.,Bring your documents.,Iali,
492,Iali mo din papil mo.,Bring your documents.,mo,
492,Iali mo din papil mo.,Bring your documents.,din,
492,Iali mo din papil mo.,Bring your documents.,papil,
492,Iali mo din papil mo.,Bring your documents.,mo,
492,Iali mo din papil mo.,Bring your documents.,.,
493,Natan-geb nan opisina edwani.,The office is closed today.,Natan-geb,
493,Natan-geb nan opisina edwani.,The office is closed today.,nan,
493,Natan-geb nan opisina edwani.,The office is closed today.,opisina,
493,Natan-geb nan opisina edwani.,The office is closed today.,edwani,
493,Natan-geb nan opisina edwani.,The office is closed today.,.,
494,Isulat mo nan papil ay nay.,Fill out this form.,Isulat,
494,Isulat mo nan papil ay nay.,Fill out this form.,mo,
494,Isulat mo nan papil ay nay.,Fill out this form.,nan,
494,Isulat mo nan papil ay nay.,Fill out this form.,papil,
494,Isulat mo nan papil ay nay.,Fill out this form.,ay,
494,Isulat mo nan papil ay nay.,Fill out this form.,nay,
494,Isulat mo nan papil ay nay.,Fill out this form.,.,
495,Binayaran ko nan mabyat / utang.,I paid the bill.,Binayaran,
495,Binayaran ko nan mabyat / utang.,I paid the bill.,ko,
495,Binayaran ko nan mabyat / utang.,I paid the bill.,nan,
495,Binayaran ko nan mabyat / utang.,I paid the bill.,mabyat,
495,Binayaran ko nan mabyat / utang.,I paid the bill.,/,
495,Binayaran ko nan mabyat / utang.,I paid the bill.,utang,
495,Binayaran ko nan mabyat / utang.,I paid the bill.,.,
496,Wadas asiping nan bangko.,The bank is nearby.,Wadas,
496,Wadas asiping nan bangko.,The bank is nearby.,asiping,
496,Wadas asiping nan bangko.,The bank is nearby.,nan,
496,Wadas asiping nan bangko.,The bank is nearby.,bangko,
496,Wadas asiping nan bangko.,The bank is nearby.,.,
497,In-iyat ko nan papil ko sin bangko.,I opened a savings account.,In-iyat,
497,In-iyat ko nan papil ko sin bangko.,I opened a savings account.,ko,
497,In-iyat ko nan papil ko sin bangko.,I opened a savings account.,nan,
497,In-iyat ko nan papil ko sin bangko.,I opened a savings account.,papil,
497,In-iyat ko nan papil ko sin bangko.,I opened a savings account.,ko,
497,In-iyat ko nan papil ko sin bangko.,I opened a savings account.,sin,
497,In-iyat ko nan papil ko sin bangko.,I opened a savings account.,bangko,
497,In-iyat ko nan papil ko sin bangko.,I opened a savings account.,.,
498,Mangaan ka si pilak sin bangko.,Withdraw some money.,Mangaan,
498,Mangaan ka si pilak sin bangko.,Withdraw some money.,ka,
498,Mangaan ka si pilak sin bangko.,Withdraw some money.,si,
498,Mangaan ka si pilak sin bangko.,Withdraw some money.,pilak,
498,Mangaan ka si pilak sin bangko.,Withdraw some money.,sin,
498,Mangaan ka si pilak sin bangko.,Withdraw some money.,bangko,
498,Mangaan ka si pilak sin bangko.,Withdraw some money.,.,
499,Tinmay-at nan bayad na.,The price went up.,Tinmay-at,
499,Tinmay-at nan bayad na.,The price went up.,nan,
499,Tinmay-at nan bayad na.,The price went up.,bayad,
499,Tinmay-at nan bayad na.,The price went up.,na,
499,Tinmay-at nan bayad na.,The price went up.,.,
500,Aw yan.,"Yes, of course.",Aw,
500,Aw yan.,"Yes, of course.",yan,
500,Aw yan.,"Yes, of course.",.,
501,Ipa-seyep mo nan ubing.,Rock the baby to sleep.,Ipa-seyep,
501,Ipa-seyep mo nan ubing.,Rock the baby to sleep.,mo,
501,Ipa-seyep mo nan ubing.,Rock the baby to sleep.,nan,
501,Ipa-seyep mo nan ubing.,Rock the baby to sleep.,ubing,
501,Ipa-seyep mo nan ubing.,Rock the baby to sleep.,.,
502,Mandandanan nan ubing ed niman.,The toddler is walking now.,Mandandanan,
502,Mandandanan nan ubing ed niman.,The toddler is walking now.,nan,
502,Mandandanan nan ubing ed niman.,The toddler is walking now.,ubing,
502,Mandandanan nan ubing ed niman.,The toddler is walking now.,ed,
502,Mandandanan nan ubing ed niman.,The toddler is walking now.,niman,
502,Mandandanan nan ubing ed niman.,The toddler is walking now.,.,
503,Pakanem nan ubing.,Feed the baby.,Pakanem,
503,Pakanem nan ubing.,Feed the baby.,nan,
503,Pakanem nan ubing.,Feed the baby.,ubing,
503,Pakanem nan ubing.,Feed the baby.,.,
504,Isukat mo nan bado din ubing.,Change the diaper.,Isukat,
504,Isukat mo nan bado din ubing.,Change the diaper.,mo,
504,Isukat mo nan bado din ubing.,Change the diaper.,nan,
504,Isukat mo nan bado din ubing.,Change the diaper.,bado,
504,Isukat mo nan bado din ubing.,Change the diaper.,din,
504,Isukat mo nan bado din ubing.,Change the diaper.,ubing,
504,Isukat mo nan bado din ubing.,Change the diaper.,.,
505,Ad-adal nan ubing ay mankali.,The child is learning to talk.,Ad-adal,
505,Ad-adal nan ubing ay mankali.,The child is learning to talk.,nan,
505,Ad-adal nan ubing ay mankali.,The child is learning to talk.,ubing,
505,Ad-adal nan ubing ay mankali.,The child is learning to talk.,ay,
505,Ad-adal nan ubing ay mankali.,The child is learning to talk.,mankali,
505,Ad-adal nan ubing ay mankali.,The child is learning to talk.,.,
506,Isten mo din anan-ak.,Watch the children carefully.,Isten,
506,Isten mo din anan-ak.,Watch the children carefully.,mo,
506,Isten mo din anan-ak.,Watch the children carefully.,din,
506,Isten mo din anan-ak.,Watch the children carefully.,anan-ak,
506,Isten mo din anan-ak.,Watch the children carefully.,.,
507,Manayayam nan anan-ak ed pantaew.,The kids are playing outside.,Manayayam,
507,Manayayam nan anan-ak ed pantaew.,The kids are playing outside.,nan,
507,Manayayam nan anan-ak ed pantaew.,The kids are playing outside.,anan-ak,
507,Manayayam nan anan-ak ed pantaew.,The kids are playing outside.,ed,
507,Manayayam nan anan-ak ed pantaew.,The kids are playing outside.,pantaew,
507,Manayayam nan anan-ak ed pantaew.,The kids are playing outside.,.,
508,Ipaeyam sin katre nan ubing ta maseyep.,Put the baby down for a nap.,Ipaeyam,
508,Ipaeyam sin katre nan ubing ta maseyep.,Put the baby down for a nap.,sin,
508,Ipaeyam sin katre nan ubing ta maseyep.,Put the baby down for a nap.,katre,
508,Ipaeyam sin katre nan ubing ta maseyep.,Put the baby down for a nap.,nan,
508,Ipaeyam sin katre nan ubing ta maseyep.,Put the baby down for a nap.,ubing,
508,Ipaeyam sin katre nan ubing ta maseyep.,Put the baby down for a nap.,ta,
508,Ipaeyam sin katre nan ubing ta maseyep.,Put the baby down for a nap.,maseyep,
508,Ipaeyam sin katre nan ubing ta maseyep.,Put the baby down for a nap.,.,
509,Man-eek nan anan-ak.,The children are laughing.,Man-eek,
509,Man-eek nan anan-ak.,The children are laughing.,nan,
509,Man-eek nan anan-ak.,The children are laughing.,anan-ak,
509,Man-eek nan anan-ak.,The children are laughing.,.,
510,Naballat nan kotse / logan.,The car broke down.,Naballat,
510,Naballat nan kotse / logan.,The car broke down.,nan,
510,Naballat nan kotse / logan.,The car broke down.,kotse,
510,Naballat nan kotse / logan.,The car broke down.,/,
510,Naballat nan kotse / logan.,The car broke down.,logan,
510,Naballat nan kotse / logan.,The car broke down.,.,
511,I-am-amod mo nan makina.,Fix the engine.,I-am-amod,
511,I-am-amod mo nan makina.,Fix the engine.,mo,
511,I-am-amod mo nan makina.,Fix the engine.,nan,
511,I-am-amod mo nan makina.,Fix the engine.,makina,
511,I-am-amod mo nan makina.,Fix the engine.,.,
512,Ipunom nan gasolinahan di logan.,Fill the tank with gas.,Ipunom,
512,Ipunom nan gasolinahan di logan.,Fill the tank with gas.,nan,
512,Ipunom nan gasolinahan di logan.,Fill the tank with gas.,gasolinahan,
512,Ipunom nan gasolinahan di logan.,Fill the tank with gas.,di,
512,Ipunom nan gasolinahan di logan.,Fill the tank with gas.,logan,
512,Ipunom nan gasolinahan di logan.,Fill the tank with gas.,.,
513,Ilaem nan gatin di logan.,Check the tires.,Ilaem,
513,Ilaem nan gatin di logan.,Check the tires.,nan,
513,Ilaem nan gatin di logan.,Check the tires.,gatin,
513,Ilaem nan gatin di logan.,Check the tires.,di,
513,Ilaem nan gatin di logan.,Check the tires.,logan,
513,Ilaem nan gatin di logan.,Check the tires.,.,
514,Peteg ay mabyat nan logan sin kalsada.,The traffic is heavy.,Peteg,
514,Peteg ay mabyat nan logan sin kalsada.,The traffic is heavy.,ay,
514,Peteg ay mabyat nan logan sin kalsada.,The traffic is heavy.,mabyat,
514,Peteg ay mabyat nan logan sin kalsada.,The traffic is heavy.,nan,
514,Peteg ay mabyat nan logan sin kalsada.,The traffic is heavy.,logan,
514,Peteg ay mabyat nan logan sin kalsada.,The traffic is heavy.,sin,
514,Peteg ay mabyat nan logan sin kalsada.,The traffic is heavy.,kalsada,
514,Peteg ay mabyat nan logan sin kalsada.,The traffic is heavy.,.,
515,Iisad mo nan logan sina.,Park the car here.,Iisad,
515,Iisad mo nan logan sina.,Park the car here.,mo,
515,Iisad mo nan logan sina.,Park the car here.,nan,
515,Iisad mo nan logan sina.,Park the car here.,logan,
515,Iisad mo nan logan sina.,Park the car here.,sina,
515,Iisad mo nan logan sina.,Park the car here.,.,
516,Am-amagen da nan kalsada.,The road is under construction.,Am-amagen,
516,Am-amagen da nan kalsada.,The road is under construction.,da,
516,Am-amagen da nan kalsada.,The road is under construction.,nan,
516,Am-amagen da nan kalsada.,The road is under construction.,kalsada,
516,Am-amagen da nan kalsada.,The road is under construction.,.,
517,Italged mo nan bagi mo sin logan.,Wear your seatbelt.,Italged,
517,Italged mo nan bagi mo sin logan.,Wear your seatbelt.,mo,
517,Italged mo nan bagi mo sin logan.,Wear your seatbelt.,nan,
517,Italged mo nan bagi mo sin logan.,Wear your seatbelt.,bagi,
517,Italged mo nan bagi mo sin logan.,Wear your seatbelt.,mo,
517,Italged mo nan bagi mo sin logan.,Wear your seatbelt.,sin,
517,Italged mo nan bagi mo sin logan.,Wear your seatbelt.,logan,
517,Italged mo nan bagi mo sin logan.,Wear your seatbelt.,.,
518,Mapaspas nan motor.,The motorcycle is fast.,Mapaspas,
518,Mapaspas nan motor.,The motorcycle is fast.,nan,
518,Mapaspas nan motor.,The motorcycle is fast.,motor,
518,Mapaspas nan motor.,The motorcycle is fast.,.,
519,I-anad ka ay manmaneho / manlogan.,Drive carefully.,I-anad,
519,I-anad ka ay manmaneho / manlogan.,Drive carefully.,ka,
519,I-anad ka ay manmaneho / manlogan.,Drive carefully.,ay,
519,I-anad ka ay manmaneho / manlogan.,Drive carefully.,manmaneho,
519,I-anad ka ay manmaneho / manlogan.,Drive carefully.,/,
519,I-anad ka ay manmaneho / manlogan.,Drive carefully.,manlogan,
519,I-anad ka ay manmaneho / manlogan.,Drive carefully.,.,
520,Maseypanak.,I feel sleepy.,Maseypanak,
520,Maseypanak.,I feel sleepy.,.,
521,Man-inana takoet agan-o.,Let's take a break.,Man-inana,
521,Man-inana takoet agan-o.,Let's take a break.,takoet,
521,Man-inana takoet agan-o.,Let's take a break.,agan-o,
521,Man-inana takoet agan-o.,Let's take a break.,.,
522,Laydek si gawis ay dagem.,I love the fresh air.,Laydek,
522,Laydek si gawis ay dagem.,I love the fresh air.,si,
522,Laydek si gawis ay dagem.,I love the fresh air.,gawis,
522,Laydek si gawis ay dagem.,I love the fresh air.,ay,
522,Laydek si gawis ay dagem.,I love the fresh air.,dagem,
522,Laydek si gawis ay dagem.,I love the fresh air.,.,
523,Peteg ay maingal nan kwarto ay nay.,The room is too noisy.,Peteg,
523,Peteg ay maingal nan kwarto ay nay.,The room is too noisy.,ay,
523,Peteg ay maingal nan kwarto ay nay.,The room is too noisy.,maingal,
523,Peteg ay maingal nan kwarto ay nay.,The room is too noisy.,nan,
523,Peteg ay maingal nan kwarto ay nay.,The room is too noisy.,kwarto,
523,Peteg ay maingal nan kwarto ay nay.,The room is too noisy.,ay,
523,Peteg ay maingal nan kwarto ay nay.,The room is too noisy.,nay,
523,Peteg ay maingal nan kwarto ay nay.,The room is too noisy.,.,
524,Inpababam nan kali na.,Turn down the volume.,Inpababam,
524,Inpababam nan kali na.,Turn down the volume.,nan,
524,Inpababam nan kali na.,Turn down the volume.,kali,
524,Inpababam nan kali na.,Turn down the volume.,na,
524,Inpababam nan kali na.,Turn down the volume.,.,
525,Komedgeng sina.,It's very quiet here.,Komedgeng,
525,Komedgeng sina.,It's very quiet here.,sina,
525,Komedgeng sina.,It's very quiet here.,.,
526,Peteg ay masileng nan silaw.,The lights are too bright.,Peteg,
526,Peteg ay masileng nan silaw.,The lights are too bright.,ay,
526,Peteg ay masileng nan silaw.,The lights are too bright.,masileng,
526,Peteg ay masileng nan silaw.,The lights are too bright.,nan,
526,Peteg ay masileng nan silaw.,The lights are too bright.,silaw,
526,Peteg ay masileng nan silaw.,The lights are too bright.,.,
527,Bokatam din tawa ta omali nan dagem.,Open the window for air.,Bokatam,
527,Bokatam din tawa ta omali nan dagem.,Open the window for air.,din,
527,Bokatam din tawa ta omali nan dagem.,Open the window for air.,tawa,
527,Bokatam din tawa ta omali nan dagem.,Open the window for air.,ta,
527,Bokatam din tawa ta omali nan dagem.,Open the window for air.,omali,
527,Bokatam din tawa ta omali nan dagem.,Open the window for air.,nan,
527,Bokatam din tawa ta omali nan dagem.,Open the window for air.,dagem,
527,Bokatam din tawa ta omali nan dagem.,Open the window for air.,.,
528,Naballat nan otokan / tokdoan.,The chair is broken.,Naballat,
528,Naballat nan otokan / tokdoan.,The chair is broken.,nan,
528,Naballat nan otokan / tokdoan.,The chair is broken.,otokan,
528,Naballat nan otokan / tokdoan.,The chair is broken.,/,
528,Naballat nan otokan / tokdoan.,The chair is broken.,tokdoan,
528,Naballat nan otokan / tokdoan.,The chair is broken.,.,
529,I-am-amod mo nan lamisaan.,Fix the table.,I-am-amod,
529,I-am-amod mo nan lamisaan.,Fix the table.,mo,
529,I-am-amod mo nan lamisaan.,Fix the table.,nan,
529,I-am-amod mo nan lamisaan.,Fix the table.,lamisaan,
529,I-am-amod mo nan lamisaan.,Fix the table.,.,
530,Mancali nan lingling di simbaan.,The church bells are ringing.,Mancali,
530,Mancali nan lingling di simbaan.,The church bells are ringing.,nan,
530,Mancali nan lingling di simbaan.,The church bells are ringing.,lingling,
530,Mancali nan lingling di simbaan.,The church bells are ringing.,di,
530,Mancali nan lingling di simbaan.,The church bells are ringing.,simbaan,
530,Mancali nan lingling di simbaan.,The church bells are ringing.,.,
531,Nan-luwalo kami ay maam-mong.,We prayed together.,Nan-luwalo,
531,Nan-luwalo kami ay maam-mong.,We prayed together.,kami,
531,Nan-luwalo kami ay maam-mong.,We prayed together.,ay,
531,Nan-luwalo kami ay maam-mong.,We prayed together.,maam-mong,
531,Nan-luwalo kami ay maam-mong.,We prayed together.,.,
532,Nankali din padi.,The priest gave a sermon.,Nankali,
532,Nankali din padi.,The priest gave a sermon.,din,
532,Nankali din padi.,The priest gave a sermon.,padi,
532,Nankali din padi.,The priest gave a sermon.,.,
533,Inpesta da nan kasal.,They celebrated the wedding.,Inpesta,
533,Inpesta da nan kasal.,They celebrated the wedding.,da,
533,Inpesta da nan kasal.,They celebrated the wedding.,nan,
533,Inpesta da nan kasal.,They celebrated the wedding.,kasal,
533,Inpesta da nan kasal.,They celebrated the wedding.,.,
534,Nankasal daida.,The couple got married.,Nankasal,
534,Nankasal daida.,The couple got married.,daida,
534,Nankasal daida.,The couple got married.,.,
535,Inmey kami sin bunyag.,We attended the baptism.,Inmey,
535,Inmey kami sin bunyag.,We attended the baptism.,kami,
535,Inmey kami sin bunyag.,We attended the baptism.,sin,
535,Inmey kami sin bunyag.,We attended the baptism.,bunyag,
535,Inmey kami sin bunyag.,We attended the baptism.,.,
536,Inmey da ed nabiit sin natey.,The funeral was yesterday.,Inmey,
536,Inmey da ed nabiit sin natey.,The funeral was yesterday.,da,
536,Inmey da ed nabiit sin natey.,The funeral was yesterday.,ed,
536,Inmey da ed nabiit sin natey.,The funeral was yesterday.,nabiit,
536,Inmey da ed nabiit sin natey.,The funeral was yesterday.,sin,
536,Inmey da ed nabiit sin natey.,The funeral was yesterday.,natey,
536,Inmey da ed nabiit sin natey.,The funeral was yesterday.,.,
537,Inpasila da nan kandila.,They lit candles.,Inpasila,
537,Inpasila da nan kandila.,They lit candles.,da,
537,Inpasila da nan kandila.,They lit candles.,nan,
537,Inpasila da nan kandila.,They lit candles.,kandila,
537,Inpasila da nan kandila.,They lit candles.,.,
538,Nankanta daida sin simbaan.,The choir sang a hymn.,Nankanta,
538,Nankanta daida sin simbaan.,The choir sang a hymn.,daida,
538,Nankanta daida sin simbaan.,The choir sang a hymn.,sin,
538,Nankanta daida sin simbaan.,The choir sang a hymn.,simbaan,
538,Nankanta daida sin simbaan.,The choir sang a hymn.,.,
539,Adak nangan sin agew di kwaresma.,We fasted during Lent.,Adak,
539,Adak nangan sin agew di kwaresma.,We fasted during Lent.,nangan,
539,Adak nangan sin agew di kwaresma.,We fasted during Lent.,sin,
539,Adak nangan sin agew di kwaresma.,We fasted during Lent.,agew,
539,Adak nangan sin agew di kwaresma.,We fasted during Lent.,di,
539,Adak nangan sin agew di kwaresma.,We fasted during Lent.,kwaresma,
539,Adak nangan sin agew di kwaresma.,We fasted during Lent.,.,
540,Peteg ay ad-ado din ipogaw sin malkit.,The market is crowded.,Peteg,
540,Peteg ay ad-ado din ipogaw sin malkit.,The market is crowded.,ay,
540,Peteg ay ad-ado din ipogaw sin malkit.,The market is crowded.,ad-ado,
540,Peteg ay ad-ado din ipogaw sin malkit.,The market is crowded.,din,
540,Peteg ay ad-ado din ipogaw sin malkit.,The market is crowded.,ipogaw,
540,Peteg ay ad-ado din ipogaw sin malkit.,The market is crowded.,sin,
540,Peteg ay ad-ado din ipogaw sin malkit.,The market is crowded.,malkit,
540,Peteg ay ad-ado din ipogaw sin malkit.,The market is crowded.,.,
541,Manlalko daida si mula ay kanen sin kalsada.,Vendors are selling vegetables.,Manlalko,
541,Manlalko daida si mula ay kanen sin kalsada.,Vendors are selling vegetables.,daida,
541,Manlalko daida si mula ay kanen sin kalsada.,Vendors are selling vegetables.,si,
541,Manlalko daida si mula ay kanen sin kalsada.,Vendors are selling vegetables.,mula,
541,Manlalko daida si mula ay kanen sin kalsada.,Vendors are selling vegetables.,ay,
541,Manlalko daida si mula ay kanen sin kalsada.,Vendors are selling vegetables.,kanen,
541,Manlalko daida si mula ay kanen sin kalsada.,Vendors are selling vegetables.,sin,
541,Manlalko daida si mula ay kanen sin kalsada.,Vendors are selling vegetables.,kalsada,
541,Manlalko daida si mula ay kanen sin kalsada.,Vendors are selling vegetables.,.,
542,Balo / nankatit pay laeng nan bising.,The fish is fresh.,Balo,
542,Balo / nankatit pay laeng nan bising.,The fish is fresh.,/,
542,Balo / nankatit pay laeng nan bising.,The fish is fresh.,nankatit,
542,Balo / nankatit pay laeng nan bising.,The fish is fresh.,pay,
542,Balo / nankatit pay laeng nan bising.,The fish is fresh.,laeng,
542,Balo / nankatit pay laeng nan bising.,The fish is fresh.,nan,
542,Balo / nankatit pay laeng nan bising.,The fish is fresh.,bising,
542,Balo / nankatit pay laeng nan bising.,The fish is fresh.,.,
543,Ibagam ta ipababa da nan bayad na.,Bargain for a lower price.,Ibagam,
543,Ibagam ta ipababa da nan bayad na.,Bargain for a lower price.,ta,
543,Ibagam ta ipababa da nan bayad na.,Bargain for a lower price.,ipababa,
543,Ibagam ta ipababa da nan bayad na.,Bargain for a lower price.,da,
543,Ibagam ta ipababa da nan bayad na.,Bargain for a lower price.,nan,
543,Ibagam ta ipababa da nan bayad na.,Bargain for a lower price.,bayad,
543,Ibagam ta ipababa da nan bayad na.,Bargain for a lower price.,na,
543,Ibagam ta ipababa da nan bayad na.,Bargain for a lower price.,.,
544,Natan-geb nan kantinan sin alas sais.,The store closes at six.,Natan-geb,
544,Natan-geb nan kantinan sin alas sais.,The store closes at six.,nan,
544,Natan-geb nan kantinan sin alas sais.,The store closes at six.,kantinan,
544,Natan-geb nan kantinan sin alas sais.,The store closes at six.,sin,
544,Natan-geb nan kantinan sin alas sais.,The store closes at six.,alas,
544,Natan-geb nan kantinan sin alas sais.,The store closes at six.,sais,
544,Natan-geb nan kantinan sin alas sais.,The store closes at six.,.,
545,Masapol ko di manlako si agas.,I need to buy medicine.,Masapol,
545,Masapol ko di manlako si agas.,I need to buy medicine.,ko,
545,Masapol ko di manlako si agas.,I need to buy medicine.,di,
545,Masapol ko di manlako si agas.,I need to buy medicine.,manlako,
545,Masapol ko di manlako si agas.,I need to buy medicine.,si,
545,Masapol ko di manlako si agas.,I need to buy medicine.,agas,
545,Masapol ko di manlako si agas.,I need to buy medicine.,.,
546,Nabokatan nan botika.,The pharmacy is open.,Nabokatan,
546,Nabokatan nan botika.,The pharmacy is open.,nan,
546,Nabokatan nan botika.,The pharmacy is open.,botika,
546,Nabokatan nan botika.,The pharmacy is open.,.,
547,Manlako kas tinapay.,Buy some bread.,Manlako,
547,Manlako kas tinapay.,Buy some bread.,kas,
547,Manlako kas tinapay.,Buy some bread.,tinapay,
547,Manlako kas tinapay.,Buy some bread.,.,
548,Manbango nan beey di tinapay.,The bakery smells good.,Manbango,
548,Manbango nan beey di tinapay.,The bakery smells good.,nan,
548,Manbango nan beey di tinapay.,The bakery smells good.,beey,
548,Manbango nan beey di tinapay.,The bakery smells good.,di,
548,Manbango nan beey di tinapay.,The bakery smells good.,tinapay,
548,Manbango nan beey di tinapay.,The bakery smells good.,.,
549,Alaem din naluom ay lames di ka-ew.,Choose the ripe fruit.,Alaem,
549,Alaem din naluom ay lames di ka-ew.,Choose the ripe fruit.,din,
549,Alaem din naluom ay lames di ka-ew.,Choose the ripe fruit.,naluom,
549,Alaem din naluom ay lames di ka-ew.,Choose the ripe fruit.,ay,
549,Alaem din naluom ay lames di ka-ew.,Choose the ripe fruit.,lames,
549,Alaem din naluom ay lames di ka-ew.,Choose the ripe fruit.,di,
549,Alaem din naluom ay lames di ka-ew.,Choose the ripe fruit.,ka-ew,
549,Alaem din naluom ay lames di ka-ew.,Choose the ripe fruit.,.,
550,Man-godo nan dontog ay nan-apoy.,The volcano is active.,Man-godo,
550,Man-godo nan dontog ay nan-apoy.,The volcano is active.,nan,
550,Man-godo nan dontog ay nan-apoy.,The volcano is active.,dontog,
550,Man-godo nan dontog ay nan-apoy.,The volcano is active.,ay,
550,Man-godo nan dontog ay nan-apoy.,The volcano is active.,nan-apoy,
550,Man-godo nan dontog ay nan-apoy.,The volcano is active.,.,
551,Nanyegyeg ed labi.,An earthquake happened last night.,Nanyegyeg,
551,Nanyegyeg ed labi.,An earthquake happened last night.,ed,
551,Nanyegyeg ed labi.,An earthquake happened last night.,labi,
551,Nanyegyeg ed labi.,An earthquake happened last night.,.,
552,In-andod / kinan di enaban nan mula.,The flood destroyed the crops.,In-andod,
552,In-andod / kinan di enaban nan mula.,The flood destroyed the crops.,/,
552,In-andod / kinan di enaban nan mula.,The flood destroyed the crops.,kinan,
552,In-andod / kinan di enaban nan mula.,The flood destroyed the crops.,di,
552,In-andod / kinan di enaban nan mula.,The flood destroyed the crops.,enaban,
552,In-andod / kinan di enaban nan mula.,The flood destroyed the crops.,nan,
552,In-andod / kinan di enaban nan mula.,The flood destroyed the crops.,mula,
552,In-andod / kinan di enaban nan mula.,The flood destroyed the crops.,.,
553,Paway / emey kayo sin adawi.,Evacuate the area.,Paway,
553,Paway / emey kayo sin adawi.,Evacuate the area.,/,
553,Paway / emey kayo sin adawi.,Evacuate the area.,emey,
553,Paway / emey kayo sin adawi.,Evacuate the area.,kayo,
553,Paway / emey kayo sin adawi.,Evacuate the area.,sin,
553,Paway / emey kayo sin adawi.,Evacuate the area.,adawi,
553,Paway / emey kayo sin adawi.,Evacuate the area.,.,
554,Mapaspas nan apoy ay man-an-andod.,The fire spread quickly.,Mapaspas,
554,Mapaspas nan apoy ay man-an-andod.,The fire spread quickly.,nan,
554,Mapaspas nan apoy ay man-an-andod.,The fire spread quickly.,apoy,
554,Mapaspas nan apoy ay man-an-andod.,The fire spread quickly.,ay,
554,Mapaspas nan apoy ay man-an-andod.,The fire spread quickly.,man-an-andod,
554,Mapaspas nan apoy ay man-an-andod.,The fire spread quickly.,.,
555,Dakuwen mo di tulong.,Call for help.,Dakuwen,
555,Dakuwen mo di tulong.,Call for help.,mo,
555,Dakuwen mo di tulong.,Call for help.,di,
555,Dakuwen mo di tulong.,Call for help.,tulong,
555,Dakuwen mo di tulong.,Call for help.,.,
556,Dinmateng da nan tumolong en datako.,The rescue team arrived.,Dinmateng,
